IDLabelStudio,N,sector,unidadSocial,machoAlfa,machoAlfaMerto,machosOtros,hembras,lactantes,destetadas,totalElefanteVivos,lMuertasRec,lMuertasInterm,otrosMachosMuertos,hembrasMuertas,destetadosMuertos,totalCriasMuertas,totalElefantesMuertos,lobosMuertos,gaviotas,residuosTotales,latitud,longitud,,residuosTotalesCajonesYOtros),gaviotas,totalElefanteVivos,totalElefantesMuertos,lobosMuertos
77969822,1383,sur,GH,3,0,0,36,13,2,54,60,29,3,1,0,89,93,1,56,0,-42.754325,-63.630932,,0,56,54,93,1
78660838,1390,sur,H1,1,0,0,47,21,1,70,11,2,0,0,0,13,13,4,26,0,-42.746744,-63.680725,,0,26,70,13,4
78667709,1392,sur,H1,1,0,0,5,5,0,11,0,0,0,0,0,0,0,0,22,0,-42.740089,-63.631313,,0,22,11,0,0
78667709,1392,sur,PS,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,-42.739758,-63.630723,,0,0,3,0,0
78667711,1394,sur,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,308,0,-42.739686,-63.630688,,0,308,1,0,2
78667713,1396,sur,PS,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,-42.73667,-63.637044,,0,0,3,0,0
78667713,1396,sur,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-42.73569,-63.637559,,0,0,1,0,0
78672627,1400,sur,H1s/m,0,0,0,7,2,0,9,0,3,1,0,0,3,4,6,45,0,-42.730115,-63.637989,,0,45,9,4,6
78673745,1402,sur,H1,1,0,0,18,4,1,24,7,0,0,0,0,7,7,3,66,0,-42.728915,-63.638086,,0,66,24,7,3
78673747,1404,sur,H1,1,0,0,7,1,0,9,4,2,0,0,0,6,6,4,17,0,-42.726175,-63.638076,,0,17,9,6,4
78673749,1406,sur,H1,1,0,0,21,3,0,25,1,1,0,0,0,2,2,14,38,0,-42.724375,-63.637808,,0,38,25,2,14
78674883,1407,sur,H1,1,0,0,8,4,0,13,2,0,0,1,0,2,3,5,21,0,-42.724106,-63.637796,,0,21,13,3,5
78674884,1408,sur,H1,1,0,0,7,5,0,13,3,0,0,0,0,3,3,2,8,0,-42.72258,-63.63743,,0,8,13,3,2
78674884,1408,sur,H2,1,0,0,3,1,0,5,1,0,0,0,0,1,1,0,5,0,-42.72258,-63.63743,,0,5,5,1,0
78674885,1409,sur,S,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-42.721973,-63.637273,,0,0,1,0,0
78674887,1411,sur,H1s/m,0,0,0,6,3,0,9,2,0,0,0,0,2,2,0,0,0,-42.720837,-63.63728,,0,0,9,2,0
78675580,1418,sur,H1,1,0,0,16,15,0,32,0,0,0,0,0,0,0,2,11,0,-42.714667,-63.640812,,0,11,32,0,2
78675582,1420,sur,H1s/m,0,0,0,4,1,0,5,0,1,0,0,0,1,1,1,0,0,-42.712495,-63.640781,,0,0,5,1,1
78675595,1422,sur,H1,1,0,0,6,5,0,12,0,0,0,0,0,0,0,0,0,0,-42.709072,-63.6413,,0,0,12,0,0
78675596,1423,sur,S,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-42.707736,-63.640844,,0,0,2,0,0
78675598,1425,sur,H1,1,0,1,8,3,0,13,1,0,0,0,0,1,1,0,13,0,-42.704173,-63.639396,,0,13,13,1,0
78675699,1427,sur,H1,1,0,0,10,3,0,14,2,2,0,0,0,4,4,0,0,0,-42.702444,-63.639918,,0,0,14,4,0
78675703,1431,sur,H1,1,0,0,9,6,0,16,1,0,0,0,0,1,1,2,0,0,-42.69953,-63.639609,,0,0,16,1,2
78675803,1432,sur,H1s/m,0,0,0,26,13,0,39,7,0,0,0,0,7,7,0,1,0,-42.698091,-63.638951,,0,1,39,7,0
78675804,1433,sur,H1,1,0,0,6,6,0,13,1,0,1,0,0,1,2,0,0,0,-42.697103,-63.638296,,0,0,13,2,0
78675805,1434,sur,H1s/m,0,0,0,3,2,0,5,0,0,0,0,0,0,0,0,0,0,-42.695863,-63.637384,,0,0,5,0,0
78675807,1436,sur,PS,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,-42.69403,-63.635896,,0,0,2,0,0
78675855,1439,sur,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-42.689944,-63.631879,,0,0,1,0,0
78675856,1440,sur,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,-42.689161,-63.631432,,0,4,0,0,2
78675857,1441,sur,H1,1,0,0,22,9,1,33,10,0,0,0,0,10,10,0,2,0,-42.689093,-63.631436,,0,2,33,10,0
78675858,1442,sur,H1,1,0,1,35,14,2,53,6,2,0,0,0,8,8,0,0,0,-42.688783,-63.631274,,0,0,53,8,0
78675859,1443,sur,H1,1,0,0,24,13,0,38,11,0,0,0,0,11,11,0,26,0,-42.688651,-63.631168,,0,26,38,11,0
78676479,1445,sur,H1,1,0,0,22,9,0,32,11,2,0,1,0,13,14,4,22,0,-42.686039,-63.629983,,0,22,32,14,4
78676480,1446,sur,H1s/m,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,-42.685447,-63.629665,,0,0,3,0,0
78676482,1448,sur,H1,1,0,0,48,23,0,72,12,2,0,0,0,14,14,0,5,0,-42.68399,-63.628627,,0,5,72,14,0
78676483,1449,sur,H1,1,0,0,50,28,1,80,7,0,0,0,1,8,8,1,8,0,-42.683016,-63.627998,,0,8,80,8,1
78676539,1451,sur,H1,1,0,0,35,21,1,58,10,1,0,0,0,11,11,3,1,0,-42.682054,-63.62742,,0,1,58,11,3
78676540,1452,sur,H1,1,0,0,2,1,0,4,1,0,0,0,0,1,1,1,0,0,-42.681407,-63.626964,,0,0,4,1,1
78676541,1453,sur,H1,1,0,0,36,12,2,51,11,2,0,0,1,14,14,5,50,0,-42.680563,-63.626607,,0,50,51,14,5
78676542,1454,sur,H1s/m,0,0,0,6,1,0,7,4,0,1,0,0,4,5,1,3,0,-42.679693,-63.626296,,0,3,7,5,1
78692540,1456,sur,H1,1,0,1,6,2,0,10,3,0,0,0,0,3,3,0,0,0,-42.678026,-63.625166,,0,0,10,3,0
78692541,1457,sur,H1,1,0,0,26,12,0,39,17,0,0,0,0,17,17,0,0,0,-42.676104,-63.622301,,0,0,39,17,0
78692544,1460,sur,H1,1,0,1,13,5,1,21,3,0,0,0,0,3,3,0,0,0,-42.673216,-63.621784,,0,0,21,3,0
78692860,1464,sur,H1,1,0,0,33,10,0,44,3,1,0,1,0,4,5,0,0,6,-42.671323,-63.621158,,6,6,44,5,0
78692862,1466,sur,H1,1,0,0,18,6,0,25,4,0,0,0,0,4,4,0,0,0,-42.669785,-63.620691,,0,0,25,4,0
78692866,1467,sur,H1,1,0,0,26,12,1,40,3,3,0,0,0,6,6,0,0,0,-42.668281,-63.62016,,0,0,40,6,0
78692868,1469,sur,H1s/m,0,0,0,5,2,0,7,0,2,0,0,0,2,2,1,0,0,-42.667068,-63.619558,,0,0,7,2,1
78692869,1470,sur,H1,1,0,0,8,3,0,12,0,0,0,0,0,0,0,0,0,0,-42.665896,-63.618842,,0,0,12,0,0
78692913,1471,sur,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,-42.665235,-63.618283,,0,0,1,0,2
78692914,1472,sur,H1,1,0,4,4,1,0,10,0,0,0,0,0,0,0,0,0,0,-42.664094,-63.617905,,0,0,10,0,0
78692915,1473,sur,S,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-42.663669,-63.61785,,0,0,3,0,0
78692917,1475,sur,S,0,0,0,0,0,0,0,18,4,1,2,0,22,25,7,5,0,-42.661936,-63.619301,,0,5,0,25,7
78692917,1475,sur,H1,1,0,0,2,2,0,5,4,0,0,0,0,4,4,0,0,0,-42.661364,-63.619387,,0,0,5,4,0
78693401,1477,sur,H1,1,0,0,40,19,0,60,19,8,0,0,0,27,27,2,15,0,-42.660567,-63.619406,,0,15,60,27,2
78693401,1477,sur,PS,1,0,0,1,0,0,2,3,1,0,0,0,4,4,1,5,0,-42.65999,-63.61935,,0,5,2,4,1
78693403,1479,sur,H1,1,0,0,37,9,0,47,12,3,0,0,0,15,15,3,40,0,-42.659101,-63.61915,,0,40,47,15,3
78693404,1480,sur,H1,1,0,1,57,19,0,78,20,1,0,0,0,21,21,0,9,0,-42.65747,-63.618403,,0,9,78,21,0
78693406,1482,sur,H1,1,0,0,39,15,0,55,8,3,0,0,0,11,11,3,8,0,-42.657526,-63.618397,,0,8,55,11,3
78693406,1482,sur,H2s/m,0,0,0,40,10,0,50,20,4,0,0,0,24,24,1,24,0,-42.656309,-63.617734,,0,24,50,24,1
78693413,1485,sur,H1,1,0,0,25,12,0,38,44,2,0,0,0,46,46,0,0,0,-42.654782,-63.616742,,0,0,38,46,0
78693415,1487,sur,H1,1,0,0,10,0,0,11,7,3,0,0,0,10,10,3,27,0,-42.653696,-63.616116,,0,27,11,10,3
78693426,1489,sur,H1,1,0,0,23,5,0,29,15,1,0,0,0,16,16,3,6,0,-42.653067,-63.61556,,0,6,29,16,3
78693427,1490,sur,H1,1,0,0,13,4,0,18,30,7,0,0,0,37,37,6,47,0,-42.652086,-63.61482,,0,47,18,37,6
78693428,1491,sur,H1,1,0,1,20,4,0,26,20,5,0,0,0,25,25,1,23,0,-42.651348,-63.614146,,0,23,26,25,1
78693430,1493,sur,H1,1,0,0,28,13,0,42,29,9,0,0,0,38,38,7,48,0,-42.650496,-63.613397,,0,48,42,38,7
78693431,1494,sur,H1,1,0,0,4,3,0,8,56,10,0,3,0,66,69,5,65,0,-42.649291,-63.612384,,0,65,8,69,5
78693479,1496,sur,GH,2,0,0,64,13,1,80,86,7,0,3,0,93,96,3,18,0,-42.648084,-63.611742,,0,18,80,96,3
78693481,1498,sur,H1,1,0,0,24,13,0,38,22,2,0,0,2,26,26,3,3,0,-42.647531,-63.611426,,0,3,38,26,3
78693481,1498,sur,S,0,0,0,0,0,0,0,19,8,0,0,0,27,27,0,0,0,-42.646697,-63.610929,,0,0,0,27,0
78693482,1499,sur,H1,1,0,0,19,8,0,28,25,3,0,0,0,28,28,2,0,0,-42.646087,-63.610628,,0,0,28,28,2
78693484,1501,sur,H1,1,0,0,25,8,0,34,66,8,0,0,0,74,74,8,67,0,-42.645555,-63.610299,,0,67,34,74,8
78695987,1503,sur,H1,0,1,0,31,12,0,43,86,5,0,0,1,92,92,10,106,0,-42.643561,-63.609263,,0,106,43,92,10
78695989,1505,sur,S,0,0,0,0,0,0,0,1,0,2,0,0,1,3,0,6,0,-42.641806,-63.608622,,0,6,0,3,0
78696002,1508,sur,S,0,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,-42.639275,-63.608051,,0,0,3,0,1
78696004,1510,sur,H1,1,0,0,8,8,0,17,5,3,0,0,0,8,8,0,2,0,-42.638899,-63.607986,,0,2,17,8,0
78696005,1511,sur,H1,1,0,0,12,3,0,16,3,1,0,0,0,4,4,2,3,0,-42.63821,-63.607849,,0,3,16,4,2
78696007,1513,sur,H1,1,0,0,38,17,1,57,10,2,0,0,0,12,12,3,32,0,-42.635552,-63.607109,,0,32,57,12,3
78696404,1514,sur,H1s/m,0,0,0,6,3,0,9,0,0,0,0,0,0,0,2,0,0,-42.634519,-63.606936,,0,0,9,0,2
78696406,1516,sur,H1,1,0,0,18,8,0,27,7,1,0,0,0,8,8,1,14,0,-42.632109,-63.606396,,0,14,27,8,1
78696406,1516,sur,H2,1,0,0,2,0,0,3,0,0,0,0,0,0,0,0,2,0,-42.632109,-63.606396,,0,2,3,0,0
78696407,1417,sur,S,0,0,0,4,2,0,6,0,0,0,0,0,0,0,0,0,0,-42.630849,-63.605872,,0,0,6,0,0
78696408,1418,sur,S,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,-42.629343,-63.605135,,0,0,2,0,0
78696409,1419,sur,S,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,-42.628598,-63.604661,,0,0,2,0,0
78740921,1520,sur,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-42.628162,-63.604385,,0,0,1,0,0
78740922,1521,sur,H1,1,0,0,5,0,0,6,0,0,0,0,0,0,0,2,67,0,-42.627092,-63.603601,,0,67,6,0,2
78740924,1523,sur,S,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-42.625514,-63.601693,,0,0,1,0,0
78740926,1525,sur,H1,1,0,1,21,6,0,29,1,0,0,0,0,1,1,0,20,0,-42.624822,-63.600904,,0,20,29,1,0
88187603,1529,sur,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-42.622063,-63.597031,,0,0,1,0,0
88187603,1529,sur,PS,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,-42.621773,-63.596519,,0,0,3,0,0
88187604,1530,sur,PS,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,5,0,-42.621563,-63.596182,,0,5,3,0,0
88187604,1530,sur,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,10,0,-42.621231,-63.595794,,0,10,1,0,1
88187605,1531,sur,H1,1,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,0,-42.620301,-63.594304,,0,0,5,0,0
88187721,1535,sur,H1,1,0,0,4,3,0,8,1,0,0,0,0,1,1,0,0,0,-42.60633,-63.583584,,0,0,8,1,0
88187723,1537,sur,H1,1,0,0,13,8,0,22,1,0,0,0,0,1,1,0,0,0,-42.602831,-63.586771,,0,0,22,1,0
88187970,1540,sur,H1,1,0,0,30,18,0,49,23,0,1,1,0,23,25,1,26,0,-42.601606,-63.587249,,0,26,49,25,1
88187973,1543,sur,PS,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,-42.60115,-63.587384,,0,0,3,0,0
88187974,1544,sur,H1,1,0,0,9,4,0,14,3,2,0,0,0,5,5,0,2,0,-42.600527,-63.587426,,0,2,14,5,0
88187975,1545,sur,H1,0,1,0,9,7,0,16,3,0,0,0,0,3,3,0,6,0,-42.600415,-63.587443,,0,6,16,3,0
88187977,1547,sur,H1,1,0,0,17,7,0,25,5,2,0,0,0,7,7,0,0,0,-42.599368,-63.58733,,0,0,25,7,0
88187979,1549,sur,H1,1,0,1,39,12,0,53,12,3,0,0,0,15,15,2,2,0,-42.597128,-63.586377,,0,2,53,15,2
78779148,1554,sur,S,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-42.592874,-63.585118,,0,0,1,0,0
78779150,1556,sur,PS,1,0,0,1,0,1,3,1,0,0,0,0,1,1,0,0,0,-42.588233,-63.588808,,0,0,3,1,0
78779151,1557,sur,S,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-42.587165,-63.58898,,0,0,0,1,0
78779152,1558,sur,S,0,0,1,0,0,0,1,1,0,0,2,0,1,3,0,13,0,-42.586642,-63.58895,,0,13,1,3,0
78795497,1559,sur,H1,1,0,1,7,2,0,11,13,0,0,1,0,13,14,3,22,0,-42.583527,-63.589462,,0,22,11,14,3
78795499,1561,sur,H1,1,0,0,15,7,0,23,31,7,0,0,0,38,38,3,59,0,-42.581916,-63.589765,,0,59,23,38,3
78795501,1563,sur,H1,1,0,1,27,14,0,43,21,5,0,0,0,26,26,4,11,0,-42.581454,-63.589831,,0,11,43,26,4
78813323,1566,sur,GH,1,0,3,51,18,0,73,96,11,0,0,0,107,107,6,0,0,-42.579457,-63.589749,,0,0,73,107,6
78813325,1568,sur,H1,1,0,0,33,14,0,48,61,9,0,0,0,70,70,3,0,0,-42.578492,-63.589546,,0,0,48,70,3
78847758,1570,sur,GH,2,0,1,43,11,0,57,4,2,0,0,0,6,6,0,0,0,-42.576929,-63.589446,,0,0,57,6,0
78847762,1574,sur,GH,2,0,4,23,10,0,39,109,5,1,0,0,114,115,5,244,0,-42.574151,-63.590348,,0,244,39,115,5
78847763,1575,sur,H1,1,0,0,17,4,0,22,8,0,0,0,0,8,8,1,34,0,-42.572939,-63.590458,,0,34,22,8,1
78879989,1576,sur,H1,1,0,1,18,6,0,26,16,1,0,0,0,17,17,35,0,0,-42.571824,-63.590749,,0,0,26,17,35
78879992,1579,sur,H1,1,0,2,9,3,0,15,5,3,0,0,0,8,8,1,158,0,-42.570749,-63.591199,,0,158,15,8,1
78879993,1580,sur,H1,1,0,0,25,6,0,32,6,1,0,0,0,7,7,3,4,0,-42.570267,-63.591843,,0,4,32,7,3
78879993,1580,sur,S,0,0,1,0,0,0,1,2,0,0,0,0,2,2,0,3,0,-42.569706,-63.592737,,0,3,1,2,0
78879994,1581,sur,H1,1,0,0,5,3,0,9,7,0,0,1,0,7,8,0,19,0,-42.569213,-63.593188,,0,19,9,8,0
78893103,1582,sur,S,0,0,0,2,2,0,4,1,0,0,0,0,1,1,0,0,0,-42.568004,-63.594282,,0,0,4,1,0
78893104,1583,sur,H1,0,1,0,12,6,0,18,12,4,0,1,0,16,17,0,23,0,-42.566209,-63.595631,,0,23,18,17,0
78893105,1584,sur,S,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,-42.566335,-63.595518,,0,0,0,1,0
78893106,1585,sur,H1,1,0,0,34,6,1,42,93,9,0,1,0,102,103,11,193,0,-42.56501,-63.596583,,0,193,42,103,11
78893108,1587,sur,S,0,0,0,0,0,0,0,28,3,0,0,0,31,31,0,124,0,-42.563382,-63.59751,,0,124,0,31,0
78903278,1588,sur,H1,1,0,0,19,2,0,22,81,2,0,1,0,83,84,2,137,0,-42.562746,-63.597819,,0,137,22,84,2
78903280,1590,sur,H1s/m,0,0,0,16,3,0,19,20,0,0,0,0,20,20,2,54,5,-42.561376,-63.59838,,5,54,19,20,2
78903280,1590,sur,S,0,0,0,0,0,0,0,9,3,0,0,0,12,12,35,0,0,-42.560897,-63.598617,,0,0,0,12,35
78903282,1592,sur,H1,1,0,0,24,13,1,39,20,0,0,0,1,21,21,3,51,0,-42.560817,-63.598571,,0,51,39,21,3
78903283,1593,sur,H1,1,0,0,26,5,0,32,38,0,0,0,0,38,38,2,35,0,-42.559248,-63.598984,,0,35,32,38,2
78903283,1593,sur,S,0,0,0,0,0,0,0,5,0,0,0,0,5,5,1,10,0,-42.558871,-63.599042,,0,10,0,5,1
78911712,1595,sur,H1,1,0,0,65,25,3,94,11,2,0,0,0,13,13,2,45,0,-42.55709,-63.599414,,0,45,94,13,2
78921892,1600,sur,H1,1,0,0,36,14,0,51,9,0,0,0,0,9,9,0,9,0,-42.554638,-63.600525,,0,9,51,9,0
78921894,1602,sur,H1,1,0,0,50,16,0,67,5,1,0,0,0,6,6,0,29,0,-42.553179,-63.601279,,0,29,67,6,0
78921896,1604,sur,H1,1,0,0,58,16,2,77,14,4,0,0,0,18,18,0,20,0,-42.551587,-63.602045,,0,20,77,18,0
78931714,1607,sur,H1,1,0,0,23,13,0,37,6,0,0,0,0,6,6,0,0,0,-42.549634,-63.602918,,0,0,37,6,0
78931716,1609,sur,H1,1,0,0,25,13,0,39,1,0,0,0,0,1,1,0,0,0,-42.548272,-63.603529,,0,0,39,1,0
78931717,1610,sur,H1,1,0,2,25,13,0,41,1,0,0,0,0,1,1,0,0,0,-42.547903,-63.603432,,0,0,41,1,0
78931718,1611,sur,H1,1,0,2,43,27,0,73,12,2,0,0,0,14,14,1,23,0,-42.546441,-63.603868,,0,23,73,14,1
78938700,1614,sur,H1,1,0,0,7,2,0,10,0,0,0,0,0,0,0,0,1,0,-42.544492,-63.603915,,0,1,10,0,0
78938701,1615,sur,H1,1,0,1,30,20,0,52,1,0,0,0,0,1,1,0,22,0,-42.542866,-63.603854,,0,22,52,1,0
78938702,1617,sur,H1s/m,0,0,0,8,5,0,13,2,0,0,0,0,2,2,1,3,0,-42.542093,-63.603883,,0,3,13,2,1
78974452,1618,sur,H1s/m,0,0,0,17,10,1,28,2,0,0,0,0,2,2,1,6,0,-42.540693,-63.603772,,0,6,28,2,1
78974454,1620,sur,H1,1,0,0,8,3,0,12,0,0,0,0,0,0,0,0,0,0,-42.539378,-63.603725,,0,0,12,0,0
78974456,1622,sur,H1,1,0,0,25,19,0,45,1,0,0,0,0,1,1,0,0,0,-42.537735,-63.603517,,0,0,45,1,0
78974457,1623,sur,H1,1,0,0,17,9,1,28,2,0,0,0,0,2,2,0,0,0,-42.536924,-63.603554,,0,0,28,2,0
78975843,1625,sur,H1,1,0,1,71,46,5,124,4,0,0,0,0,4,4,2,0,0,-42.535677,-63.603342,,0,0,124,4,2
78975844,1626,sur,H1,1,0,0,22,13,1,37,3,0,0,0,0,3,3,0,13,0,-42.534534,-63.603092,,0,13,37,3,0
78975845,1627,sur,H1,1,0,0,10,6,1,18,2,0,0,0,0,2,2,1,24,0,-42.534085,-63.603078,,0,24,18,2,1
78975847,1629,sur,H1,1,0,0,37,22,0,60,2,0,0,0,0,2,2,0,0,0,-42.532553,-63.603596,,0,0,60,2,0
78975847,1629,sur,H2,1,0,0,7,4,0,12,1,0,0,0,0,1,1,1,1,0,-42.531581,-63.60366,,0,1,12,1,1
78975852,1631,sur,S,0,0,0,0,0,0,0,4,1,0,0,0,5,5,1,26,0,-42.530916,-63.603773,,0,26,0,5,1
78975852,1631,sur,H1,1,0,0,13,6,0,20,0,0,0,0,0,0,0,0,0,0,-42.530343,-63.603774,,0,0,20,0,0
78975854,1633,sur,S,0,0,0,1,0,2,3,2,1,0,0,0,3,3,1,1,0,-42.52823,-63.603791,,0,1,3,3,1
78975856,1635,sur,H1,1,0,0,51,29,2,83,8,1,0,0,1,10,10,1,23,0,-42.52586,-63.603715,,0,23,83,10,1
78976506,1637,sur,H1,1,0,0,3,3,1,8,2,0,0,0,0,2,2,2,17,0,-42.523726,-63.603452,,0,17,8,2,2
78976507,1638,sur,H1,1,0,0,2,2,0,5,0,0,0,0,0,0,0,0,1,0,-42.52412,-63.603486,,0,1,5,0,0
78976507,1638,sur,H2,1,0,0,19,10,0,30,6,0,0,0,0,6,6,0,7,0,-42.5236,-63.603529,,0,7,30,6,0
78976507,1638,sur,H3,1,0,1,8,6,0,16,2,0,0,0,0,2,2,0,15,0,-42.522938,-63.603476,,0,15,16,2,0
78976509,1640,sur,H1,1,0,1,10,8,2,22,0,0,0,0,0,0,0,0,0,0,-42.522636,-63.603452,,0,0,22,0,0
78977017,1643,sur,H1,1,0,0,44,29,0,74,3,0,0,0,0,3,3,0,0,0,-42.519115,-63.603012,,0,0,74,3,0
78977018,1644,sur,S,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,-42.518087,-63.602512,,0,0,0,1,0
78977019,1645,sur,S,0,0,0,1,1,0,2,0,0,0,0,0,0,0,3,1,0,-42.517502,-63.602141,,0,1,2,0,3
78977020,1646,sur,H1,1,0,1,22,14,0,38,1,0,0,0,1,2,2,0,4,0,-42.515493,-63.600209,,0,4,38,2,0
78977252,1651,sur,H1,1,0,0,20,14,2,37,3,0,0,0,0,3,3,0,0,0,-42.513754,-63.599201,,0,0,37,3,0
78977565,1657,sur,H1,1,0,0,20,9,0,30,1,0,0,0,0,1,1,0,6,0,-42.511376,-63.598727,,0,6,30,1,0
78977566,1658,sur,PS,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,-42.509475,-63.599125,,0,0,2,0,0
78977567,1659,sur,PS,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,-42.508894,-63.599307,,0,0,2,0,0
78977568,1660,sur,H1,1,0,0,13,9,0,23,0,0,0,0,0,0,0,0,0,0,-42.507823,-63.600193,,0,0,23,0,0
78977569,1661,norte,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-42.506915,-63.600849,,0,0,1,0,0
78977573,1663,norte,S,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,4,0,-42.503952,-63.602311,,0,4,0,5,0
78977578,1668,norte,H1,1,0,0,15,9,3,28,1,1,0,0,0,2,2,0,10,0,-42.50184,-63.601998,,0,10,28,2,0
78977582,1669,norte,H1s/m,0,0,0,3,1,1,5,2,0,0,0,0,2,2,0,0,0,-42.500653,-63.602258,,0,0,5,2,0
78977583,1670,norte,H1,1,0,0,34,20,4,59,3,0,0,0,0,3,3,4,14,0,-42.498182,-63.60245,,0,14,59,3,4
78977593,1676,norte,H1,1,0,0,37,20,0,58,4,0,1,0,0,4,5,7,0,0,-42.495404,-63.602798,,0,0,58,5,7
78977597,1680,norte,S,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,-42.490016,-63.603235,,0,0,0,1,2
78987634,1684,norte,H1,1,0,0,9,5,0,15,0,0,0,0,1,1,1,24,182,0,-42.487439,-63.606695,,0,182,15,1,24
78987635,1685,norte,S,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,-42.48514,-63.606569,,0,0,2,0,0
78991946,1688,norte,S,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-42.483044,-63.606512,,0,0,2,0,0
78991946,1688,norte,H1,1,0,0,10,0,0,11,0,0,0,0,0,0,0,36,77,0,-42.481047,-63.606571,,0,77,11,0,36
78991949,1691,norte,H1,1,0,2,5,3,0,11,0,0,0,0,0,0,0,13,42,0,-42.479732,-63.606469,,0,42,11,0,13
78991950,1692,norte,H1,1,0,0,18,9,0,28,1,0,0,0,0,1,1,3,3,0,-42.477723,-63.606145,,0,3,28,1,3
78994557,1694,norte,H2,0,1,0,2,2,1,5,0,0,0,0,0,0,0,1,13,0,-42.474494,-63.605902,,0,13,5,0,1
78994558,1695,norte,S,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-42.474242,-63.605794,,0,0,0,1,0
78994559,1696,norte,H1,1,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,-42.473664,-63.605849,,0,0,7,0,0
78994561,1698,norte,H1,1,0,0,19,15,4,39,0,0,0,0,0,0,0,1,2,0,-42.470858,-63.605737,,0,2,39,0,1
78994618,1699,norte,S,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,-42.469623,-63.605789,,0,2,1,0,0
78994619,1700,norte,S,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-42.468399,-63.605852,,0,0,1,0,1
78994620,1701,norte,H1,1,0,0,19,14,0,34,1,0,0,0,0,1,1,1,1,0,-42.465411,-63.606024,,0,1,34,1,1
78994621,1702,norte,H1,1,0,0,9,3,0,13,0,0,0,0,0,0,0,2,3,0,-42.461819,-63.606245,,0,3,13,0,2
78994998,1710,norte,H1,1,0,1,19,17,0,38,1,0,0,0,0,1,1,0,0,0,-42.458383,-63.606677,,0,0,38,1,0
78995678,1711,norte,H1,1,0,0,14,11,3,29,1,0,0,0,0,1,1,0,0,0,-42.454699,-63.60688,,0,0,29,1,0
78995680,1713,norte,H1,1,0,0,12,8,2,23,1,0,0,0,0,1,1,0,2,0,-42.453751,-63.607,,0,2,23,1,0
78995682,1715,norte,H1,1,0,0,16,10,2,29,4,0,0,0,0,4,4,0,16,0,-42.451065,-63.607314,,0,16,29,4,0
78995683,1716,norte,H1,1,0,0,7,5,1,14,0,0,0,0,0,0,0,0,0,0,-42.449443,-63.607561,,0,0,14,0,0
78998401,1718,norte,H1,1,0,0,26,22,0,49,0,0,0,0,0,0,0,1,1,0,-42.446832,-63.607934,,0,1,49,0,1
78998401,1718,norte,S,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-42.446832,-63.607934,,0,0,1,0,0
78998402,1719,norte,H1,1,0,0,8,0,0,9,0,0,0,0,1,1,1,0,1,0,-42.444647,-63.608063,,0,1,9,1,0
78998403,1720,norte,H1,1,0,0,21,14,1,37,2,0,0,0,1,3,3,0,4,0,-42.44312,-63.608189,,0,4,37,3,0
